,abalone,aloi,annthyroid,arrhytmia,breastcancer,cardio,cover,http_all,http_logged,ionosphere,kdd99,kdd_finger,kdd_ftp,kdd_ftp_distinct,kdd_http,kdd_http_distinct,kdd_other,kdd_smtp,kdd_smtp_distinct,magicgamma,mammography,mnist,mulcross,musk,penglobal,pima_odds,satellite,satimages,shuttle_odds,smtp_all,spambase,thyroid,vertebral,vowels_odds,wbc,wikiqoe,wine,yeast,mean,var
kendall_weighted_kendall,0.2808512540979021,0.03242351740632618,0.29834285389774584,0.3198102314167809,0.9155368401013796,0.4834817123987742,0.06320874423966057,0.5868626459996981,0.886776116751053,0.7559111707381979,0.5278065076647191,0.2828752413056538,0.8902740460489997,0.37508439815230765,0.555657076401354,0.4828260628333901,0.6711434109920411,0.5078696180177283,0.053044895659623045,0.5501564117444462,0.1429455119238176,0.3277099427339708,0.6383773666113411,0.8085165304928683,0.40391077159728717,0.4564897699548653,0.4553473270789842,0.5452471096737148,0.8353399370239373,0.7000745597564657,0.3987470261997411,0.47181729796232447,0.1137142401205046,0.06771294055609461,0.38879988911681373,0.11454402716971143,0.025606661840617734,0.19164770759964778,0.4370129308758024,0.06562138546967056
kendall_rbo,0.20078832597679278,0.0313559623357927,0.22588930882236435,0.27975523043222783,0.8606163650247314,0.48461029785194176,0.06373907698934918,0.35617834685903116,0.7657215747318598,0.7340136040902203,0.43949606293469945,0.2254731404717833,0.8959763557171891,0.4378583129590023,0.49776249276890316,0.5805487140736163,0.7250995091246477,0.45889985874950845,0.05560779610284232,0.5707881280612831,0.11185062617987188,0.37049258069644736,0.5315465979027614,0.7808875613274632,0.49600131640779577,0.4639052039670397,0.5005782712946025,0.4814377611031272,0.5417186427334371,0.5429822271962758,0.4887314239818502,0.4059782444693427,0.10977828312336677,0.059627210018788054,0.44551539212827096,0.11668410262288784,0.015555241899454241,0.17423779080451035,0.4086233405772389,0.05741197350765131
kendall_weighted_rbo,0.27471402604031664,0.03174494288980467,0.24343917746674454,0.2970880004907426,0.8639075508477665,0.43092275898560184,0.16252327722151594,0.42188132533123224,0.7853391423626522,0.7327968909684045,0.3867244528228172,0.23520838100824698,0.8804686703021585,0.39734573422998565,0.49746676227803616,0.48563052945557494,0.7047474647294212,0.4880440118831279,0.05856066115552756,0.5756686496893246,0.16925844499256118,0.22927888933773066,0.5823703582899532,0.8004166013209222,0.42072098830932747,0.4661063465832115,0.42703468372469694,0.4428214242477786,0.6731182310084618,0.5990321181427998,0.43608783243964255,0.34580015819487464,0.11285101718136406,0.08547416001987494,0.34603596925211083,0.11678507414441056,0.015569757072543478,0.16390838242198455,0.4049182328116645,0.05554414909463048
kendall_Spearmanr,0.21922106815057618,0.03254667915022512,0.21908208449599056,0.2700388346753568,0.897030321406579,0.407899761018122,0.05223149122457087,0.3924621790897355,0.5930592521255125,0.6984916292686533,0.25941257349567265,0.20317877635966025,0.8816559604740164,0.3892154492274601,0.4418842780532607,0.4244313692591211,0.5708973326042077,0.48864625189792266,0.053438967639763225,0.5394603179873987,0.12197263239535143,0.212371230294558,0.5521780089338416,0.562560375717468,0.35511132480068647,0.45265410218036245,0.2793647167302428,0.33293741595200127,0.5494742894799287,0.41137070887368354,0.41084964977128713,0.3744554451155631,0.11526222188025155,0.05835355515966745,0.28472107663308727,0.10286941596779797,0.015599645556803104,0.14352019178999964,0.3518397522325364,0.04777171115721688
weighted_kendall_rbo,0.22873829161145598,0.030927820198151677,0.30510534115322685,0.30021127216544524,0.859088777765726,0.4695213050021925,0.11710288640613345,0.5714974464407302,0.939983460901488,0.721128396920173,0.4570356584046795,0.25648965163794213,0.8858566468374989,0.39573578669073917,0.4943183518722239,0.5817298561928799,0.7135697895779672,0.2756920002404415,0.05291398248642302,0.5385397603851059,0.08865098633477049,0.4322056419753032,0.5272689657582421,0.8862429694182055,0.5282386173496134,0.43859563726839895,0.5018812795109483,0.5761003585150923,0.8070961603924065,0.6662574128693464,0.49925660414210976,0.441875209935366,0.11346973117458894,0.08278862761960158,0.47808379190956335,0.12084626141936598,0.030190881684571003,0.18005013923773686,0.43669173051068033,0.06627414530591558
weighted_kendall_weighted_rbo,0.30427771025648254,0.031399269232839734,0.306925416557256,0.313704793574459,0.872210814522546,0.37762160230808706,0.1901084624201455,0.56377568820702,0.9423085991564193,0.7357585874734367,0.48183037630590164,0.25744832332633905,0.8560385786106618,0.3574668422206022,0.5467293837333018,0.5144306504219203,0.6943991937496192,0.2796044754050316,0.05402480980470906,0.5574191086656314,0.12990732834263058,0.31016054786871916,0.6218559550344758,0.8679021164219753,0.44761778495844123,0.4412062332444756,0.4733923494992946,0.5727902366728427,0.8727742226362107,0.712679710690297,0.4350730962559621,0.3695401674691825,0.11637809315643666,0.10948028658392002,0.38958858590470913,0.12091563915975674,0.02956270007950233,0.1735303160730435,0.43241679094748126,0.06533270276683464
weighted_kendall_Spearmanr,0.29882773195157497,0.03201784444832131,0.29657262295803877,0.3302706883954278,0.9110047047950453,0.47985889112656765,0.07079822506062003,0.6968563893665015,0.886776116751053,0.7590228906708956,0.4904872513331875,0.2828752413056538,0.8847199690656472,0.39837531140875826,0.555657076401354,0.5182781202725177,0.638970309269959,0.5078696180177283,0.05473524816629958,0.5529551623100625,0.1175623547545388,0.33826481922942253,0.6003019455382934,0.7271967189949494,0.40898040826331206,0.462331781829294,0.4446359452967254,0.5417050107641437,0.8345340522860335,0.6778732941707917,0.3987470261997411,0.44869214420197306,0.11132368863670605,0.07694626684815253,0.38879988911681373,0.11454402716971143,0.027691128127782554,0.19164770759964778,0.4357554637395589,0.06382734211617741
rbo_weighted_rbo,0.21869078598576439,0.03070962544041724,0.2213811070682874,0.23544429912113013,0.7997428233522612,0.3751334561615117,0.267512160671159,0.36532229309087194,0.7870157833293062,0.7043551408245625,0.4195177809414551,0.18202839648508154,0.848545461920048,0.38448849354141534,0.4384360339399781,0.4546604668948791,0.7482480777135129,0.20821065198209948,0.04878931261467871,0.5261356888808754,0.0887710239997215,0.3314348334807618,0.4900471043676335,0.8468067643844062,0.5324618675261126,0.4387496132304375,0.4925953992934253,0.45058074437634393,0.548151575327124,0.4809982511192432,0.5196973885172687,0.30677286495682177,0.12334882659020163,0.08802843477520497,0.4038961730300475,0.10829954287502652,0.026737422002429463,0.15628170552321213,0.3867901940877556,0.0537631683688902
rbo_Spearmanr,0.20167123199640574,0.0308577506888697,0.22866221818604876,0.2793250446240878,0.856353209451129,0.4930091803724638,0.051697627373121446,0.4477328216584901,0.7657215747318598,0.7332271010262057,0.4163353932708967,0.2254731404717833,0.8906878022818819,0.43905197457588174,0.49776249276890316,0.5986804410027728,0.6880389561966395,0.45889985874950845,0.056755263140493784,0.5666797433628401,0.09931784526282508,0.3717213160549131,0.46994692795821785,0.6835075042142991,0.5057658413814099,0.4643433483882126,0.49071239123724125,0.46526728896439423,0.457917606224944,0.5292875596497844,0.4887314239818502,0.3920218625322667,0.10753347372833813,0.06388627633573848,0.44551539212827096,0.11668410262288784,0.017138292595228494,0.17423779080451035,0.401846291315674,0.05445992211548513
weighted_rbo_Spearmanr,0.2778933225993768,0.03132221854833505,0.24399906894908413,0.29285789845404264,0.8648784576645042,0.42094127711279405,0.1466486290142365,0.5089446826512688,0.7853391423626522,0.7305050940071609,0.3263717358743764,0.23520838100824698,0.8604205087743958,0.4207020705923087,0.49746676227803616,0.5131899708110262,0.695482551659625,0.4880440118831279,0.05970812819317902,0.565332500381561,0.13419657871859178,0.22662663350247483,0.5718168082255819,0.7105445999622654,0.4227647017019766,0.4668640475764706,0.419917792059063,0.41721559277732745,0.622702599430579,0.5853374505963084,0.43608783243964255,0.3289849143407253,0.11068140098985091,0.0899322015191865,0.34603596925211083,0.11678507414441056,0.01921379907600988,0.16390838242198455,0.3988124418829974,0.053388732046029515
best_tree_gap,-0.12252425052388177,-0.0026143591317450768,-0.36494352545297853,0.028762093718381454,0.019069291576006342,-0.07422461703610483,-0.658325915215822,-0.24629383191756726,-0.011097872654528329,-0.01098148302004287,-0.12909128009615534,-0.34411493814703425,-0.05301923819286558,-0.4875837144157705,-0.010320329941759798,-0.09216564245506231,-0.36809133064896893,-0.5293844785892059,-0.3847219992646318,-0.0001333785306926183,-0.17545427780959552,-0.09083312021197176,-0.23467238839412696,0.05569505872538294,-0.08393397323559892,-0.0707388472895451,0.10051227288574349,0.17264162434510089,-0.016713181091828733,0.06911165619153203,-0.24306510792147407,-0.12752200907480948,-0.202026861807864,-0.13590824641842691,-0.0843370184285459,-0.002604506199306883,-0.03575870520240976,-0.061912725347459396,-0.13182424095330614,0.032576590722518194
kendall_gap,0.17814462820522126,0.004467614200207012,0.11043845007593828,0.17459134538120297,0.05852800718444251,0.16650669538791435,-0.00035876480156143975,0.39131398165337,0.38985303065077326,0.12130656278330643,0.49308849560931167,0.060251698434943934,0.03854517397649049,0.046521009781558875,0.11864722157530982,0.36150347809040556,0.012408415263272743,-0.18905311434378302,0.023689940930690004,0.10064342430854922,0.005128306479261074,0.15042612967585625,0.1608720796554276,0.4593006061650613,0.2140796694114705,0.05035392854435933,0.35742803939862666,0.6170935936165693,0.41076417578365954,0.5431518858336599,-0.01505154654509444,0.15920234390568083,-0.026211380176862573,0.08239292699631233,0.26174208174910224,0.01544374625326081,0.052299734937221655,0.08773617957037022,0.16439973146319756,0.03243485046423453
weighted_kendall_gap,0.1367198848478396,0.004902014489107646,0.0025372603855511877,0.15689944658057126,0.10595161094257788,0.19735658470127965,-0.031402622360664836,0.07990481672901728,0.013421234311741692,0.12765882812795126,0.3908091098047794,-0.004849344006205625,0.059091366277066126,0.08713322600680096,0.017179947838810716,0.27666971578872795,-0.09484614028420812,0.05795992260263269,0.03454298910505309,0.1271043419202017,0.04077726324727289,0.06440927175092714,0.14955905986158446,0.3373731099820293,0.18048718615849307,0.09298953684667471,0.3206490646795507,0.4192445140930934,0.13761383619630208,0.32732670659461816,0.0018381417834089087,0.0943446032972427,-0.02973536335841387,0.06146763637891495,0.18954161312752926,0.012433858082742721,0.040812730640332036,0.059846763101857214,0.1117295717440208,0.014635639197596162
rbo_gap,0.2655399152759761,0.006364682559382634,0.16463667671764382,0.2442014422016776,0.23830519547365303,0.19868924460441428,-0.03256254292379554,0.48315717474787334,0.20219695631840773,0.1971714210836264,0.48942812191340795,0.11881004611156193,0.07920679120269636,0.10173000249075864,0.17810242333293808,0.30892875963479016,-0.14697911416145426,0.17251498935181744,0.030600476868576934,0.1789275795898026,0.0863674068293351,0.04835848308656521,0.3462104591752249,0.32162649233429885,0.10005675850679502,0.08679641726960913,0.247663976347701,0.5589199041616013,0.7119746727224585,0.5875743311386954,-0.12994406325695274,0.2838253486708498,-0.031993150974545775,0.07493571529840573,0.19291022509437755,0.010079784934267033,0.05621026681853693,0.11162578232928902,0.18795181718105963,0.03528245477206192
weighted_rbo_gap,0.19054591103357985,0.005711336648490672,0.12877847262763945,0.22826836571702447,0.20937786946676418,0.348295461569321,-0.19244771901406132,0.45429859908132786,0.21014248811080627,0.19803675550464472,0.5487390526575078,0.11804229084684986,0.3494894467125824,0.14229819692654738,0.17762902882029613,0.38848227076281383,-0.15755992688139542,0.09115840547363643,0.0263341765515636,0.15476079509153645,0.048937453200012485,0.20198733913749367,0.34754733223915074,0.4021302684200526,0.23371230961426526,0.07704785121433544,0.3398363458330481,0.6846107883698445,0.4064082813510097,0.5297450049581478,-0.0631548626579631,0.36084622953203555,-0.04051577678124216,0.04920824467751797,0.33759844802714206,0.009994220261212605,0.0542587175473698,0.11699216493418609,0.20309399046276572,0.03717031246914045
Spearmanr_gap,0.18289748138407513,0.004900607881108687,0.109819677639513,0.17588285264691883,0.07432723620700499,0.18281745170449487,0.03203240281751608,0.31035133332021714,0.38985303065077326,0.12152478184860005,0.5509497065956057,0.060251698434943934,0.05039235474666459,0.0020633167653594797,0.11864722157530982,0.31443639001763385,0.03134768978627922,-0.18905311434378302,0.015467049434964637,0.11917201380027542,0.043494132739501756,0.1534788179430355,0.25167473332453827,0.5531263774244849,0.2108214399836139,0.04880740499328279,0.38133117586731735,0.6338774246882287,0.4995762959762562,0.5987780810410241,-0.01505154654509444,0.206978930144195,-0.02384251497242966,0.07568919305708492,0.26174208174910224,0.01544374625326081,0.05305860710336907,0.08773617957037022,0.17617899324354258,0.03682573546214494
kendall_weighted_kendall_gap,0.10145133222863184,0.004182413111883276,0.02677162081567236,0.11199534511045833,0.03625669462388925,0.08252586148674018,0.0025619162934128192,0.1251166896180239,0.09613616602523278,0.05453868662794803,0.24502106257957157,-0.019444766511049594,0.029961860109396277,0.03413546888400748,0.00487442322721654,0.2755493431606854,-0.10821318048932704,-0.2082764804635887,0.022017680319154506,0.08164174425352966,0.006547230053748548,0.035975586124072256,0.11760605740295027,0.18806087686699313,0.16061300047915616,0.03814635803844102,0.1827120427289387,0.37640577585742707,0.10069679480502192,0.2574275636065121,-0.002948922973548429,0.08496564481927088,-0.019656017435332435,0.0673830762444837,0.15766326926537577,0.00376913505134735,0.042224393596359225,0.039608663760722085,0.07463169498166912,0.011005844430085529
kendall_rbo_gap,0.1815142603497412,0.005249968182416756,0.09922516589105385,0.1520503460950114,0.09117716970053746,0.08139727603357261,0.002031583543724208,0.3558009887586908,0.21719070804442597,0.07643625327592563,0.33333150730959127,0.03795733432282089,0.024259550441206867,-0.02863844592268716,0.06276900685966735,0.1778266919204592,-0.16216927862193364,-0.15930672119536882,0.019454779875935233,0.061010027936692746,0.037642115797694276,-0.006807051838404299,0.22443682611153004,0.21568984603239827,0.06852245566864756,0.030730924026266593,0.13748109851332035,0.4402151244280147,0.39431808909552213,0.41451989616670204,-0.09293332075565752,0.15080469831225263,-0.0157200604381946,0.07546880678179026,0.10094776625391855,0.0016290595981709455,0.05227581353752271,0.05701858055585951,0.10302128528023259,0.019999523448720666
kendall_weighted_rbo_gap,0.10758856028621733,0.004860987628404784,0.08167529724667366,0.13471757603649664,0.08788598387750235,0.13508481489991253,-0.09675261668844255,0.29009801028648974,0.1975731404136335,0.07765296639774144,0.3861031174214735,0.028222093786357205,0.03976723585623754,0.011874132806329485,0.06306473735053436,0.27274487653850055,-0.1418172342267071,-0.18845087432898827,0.01650191482324999,0.05612950630865121,-0.01976570301499503,0.1344066395203124,0.1736130657243382,0.19616080603893926,0.14380278376711586,0.028529781410094823,0.21102468608322594,0.4788314612833633,0.2629185008204974,0.358470005220178,-0.040289729213449865,0.2109827845867207,-0.018792794496191895,0.04962185678070337,0.20042718913007868,0.0015280880766482263,0.05226129836443348,0.06734798893838531,0.10672639304580697,0.019303792740298555
kendall_Spearmanr_gap,0.16308151817595778,0.004059251367984337,0.10603239021742764,0.16176674185188245,0.05476321331868983,0.1581078128673924,0.013539169308502519,0.31951715652798646,0.38985303065077326,0.11195822809749267,0.5134149967486181,0.060251698434943934,0.03857994568437961,0.020004417808855035,0.11864722157530982,0.3339440367349544,-0.00796710210149365,-0.18905311434378302,0.021623608339014326,0.09233783801057716,0.027520109582214722,0.15131429856348505,0.2038054150804498,0.43401703164239347,0.20941244727575686,0.04198202581294386,0.35869465307768006,0.5887154695791406,0.3865624423490305,0.5461314144892943,-0.01505154654509444,0.18232749766603223,-0.021203999195079384,0.07674246164091086,0.26174208174910224,0.01544374625326081,0.05223140988017385,0.08773617957037022,0.15980487362493503,0.030762923213487087
weighted_kendall_rbo_gap,0.153564294715078,0.005678110320057779,0.02000913356019135,0.13159430436179398,0.09270475695954283,0.09648626888332185,-0.051332225873060064,0.14048188917699178,0.04292882187479774,0.08932146044597289,0.3157919118396112,0.006940823156662057,0.03437925932089714,0.013484080345575966,0.06621314775634662,0.17664554980119562,-0.15063955907525317,0.02390113731369814,0.022148593492354533,0.09325839561286997,0.06084175564279566,-0.06852011311726014,0.2287144582560493,0.11033443794165598,0.036285154726829916,0.056040490724907355,0.13617809029697459,0.34555252701604955,0.1289405714365527,0.29124471049363143,-0.10345850091591707,0.11490773284622935,-0.01941150848941678,0.05230738918097673,0.06837936647262616,-0.002533099198307201,0.037640173752405956,0.051206232122633005,0.07495289534679112,0.010515792207408772
weighted_kendall_weighted_rbo_gap,0.07802487607005143,0.005206661285369722,0.018189058156162174,0.1181007829527802,0.07958272020272283,0.1883859715774273,-0.12433780188707212,0.14820364741070202,0.04060368361986644,0.07469126989270924,0.2909971939383891,0.00598215146826514,0.06419732754773422,0.05175302481571292,0.013802115895268696,0.24394475557215523,-0.13146896324690516,0.01998866214910805,0.021037766174068488,0.07437904733234446,0.019585413634935572,0.0535249809893239,0.13412746897981564,0.1286752909378861,0.1169059871180021,0.0534298947488307,0.1646670203086283,0.3488626488582992,0.06326250919274845,0.2448224126726808,-0.03927499302976939,0.18724277531241285,-0.02231987047126449,0.025615730216658292,0.15687457247748038,-0.002602476938697959,0.03826835535747462,0.057726055287326355,0.07922783490999032,0.009933187281794325
weighted_kendall_Spearmanr_gap,0.083474854374959,0.004588086069888149,0.028541851755379433,0.10153488813181144,0.04078882993022359,0.08614868275894672,-0.0050275645275466435,0.01512294625122046,0.09613616602523278,0.051426966695250376,0.2823403189111032,-0.019444766511049594,0.035515937092748806,0.010844555627556873,0.00487442322721654,0.24009728572155775,-0.07604007876724495,-0.2082764804635887,0.020327327812477973,0.07884299368791337,0.03193038722302735,0.02542070962862053,0.155681478475998,0.269380688364912,0.15554336381313127,0.03230434616401229,0.19342342451119748,0.3799478747669982,0.10150267954292569,0.2796288291921861,-0.002948922973548429,0.10809079857962228,-0.017265465951533887,0.05814974995242578,0.15766326926537577,0.00376913505134735,0.0401399273091944,0.039608663760722085,0.07588916211791237,0.01191639024281183
rbo_weighted_rbo_gap,0.16361180034076958,0.005896305077792215,0.1037333676451308,0.1963612774061091,0.15205071137300763,0.19087411772400265,-0.20174150013808562,0.34665704252685003,0.1958964994469795,0.10609471654158342,0.35330978930283563,0.08140207830952265,0.07169044423834803,0.02473137349489979,0.12209546568859242,0.3037149390991964,-0.1853178472107988,0.09138248557204015,0.02627326336409884,0.10566246711710048,0.06072171797784465,0.03225069537728126,0.2659363196466579,0.14977064297545528,0.032061904550330755,0.05588651476286882,0.1454639705144976,0.47107214115479795,0.3878851565018352,0.4765038722437346,-0.12389928529107597,0.2500100778247736,-0.029290603905029466,0.04706758202537334,0.14256698535214202,0.01001361934603226,0.04109363343454749,0.07497466583715773,0.12485443176971577,0.023262858050518177
rbo_Spearmanr_gap,0.18063135433012822,0.005748179829339756,0.09645225652736944,0.15248053190315142,0.09544032527413981,0.0729983935130506,0.01407303315995194,0.2642465139592319,0.21719070804442597,0.07722275633994025,0.356492176973394,0.03795733432282089,0.029548103876514076,-0.02983210753956661,0.06276900685966735,0.15969496499130265,-0.1251087256939254,-0.15930672119536882,0.018307312838283768,0.06511841263513574,0.05017489671474107,-0.008035787196870037,0.28603649605607356,0.3130699031455624,0.05875793069503343,0.03029277960509369,0.14734697857068163,0.45638559656674765,0.4781191256040152,0.42821456371319344,-0.09293332075565752,0.16476108024932867,-0.013475251043165964,0.07120974046483983,0.10094776625391855,0.0016290595981709455,0.050692762841748465,0.05701858055585951,0.10979833454179741,0.02199553803307038
weighted_rbo_Spearmanr_gap,0.10440926372715714,0.0052837119698744064,0.08111540576433407,0.13894767807319658,0.08691507706076462,0.14506629677272032,-0.08087796848116312,0.20303465296645318,0.1975731404136335,0.07994476335898504,0.4464558343699143,0.028222093786357205,0.05981539738400021,-0.011482203555993553,0.06306473735053436,0.24518543518304925,-0.13255232115691096,-0.18845087432898827,0.015354447785598531,0.06646565561641482,0.015296163258974371,0.13705889535556823,0.18416661578870952,0.28603280739759607,0.14175907037446672,0.02777208041683571,0.2181415777488599,0.5044372927538144,0.31333413239838015,0.3721646727666694,-0.040289729213449865,0.22779802844087005,-0.016623178304678743,0.04516381528139181,0.20042718913007868,0.0015280880766482263,0.04861725636096707,0.06734798893838531,0.11283218397447418,0.020992940975584264
best_tree_gap/%,-32.0490247531914,-7.141900491901374,-112.25077744528873,6.660889826782281,2.0035113583231694,-13.113714455545104,-1000.9416202909756,-34.59283431363633,-1.1290806767804167,-1.3549861129880665,-16.70376227071578,-130.6283710779246,-5.761483315098946,-119.14957060784666,-1.841168595984069,-12.153036837244471,-65.38844615259906,-176.70113638485478,-512.5350339340929,-0.021110940167581877,-117.36641892348547,-24.975731230545207,-31.042001840200484,5.588633488384069,-14.868102529477403,-14.301188952073954,15.752808851627872,18.731740230554237,-1.785526200363119,7.217911533062221,-61.41138776063462,-22.903361305885316,-214.7891551003255,-100.60122395691916,-15.433248725902516,-2.2013663994886463,-52.717306213278384,-26.772332793797922,-76.01762935001263,31791.336932218033
